CPUID:,0xA20F12
Processor:,AMD Ryzen 5 5600X 6-Core (Vermeer) 
Platform:,Socket AM4 (1331 pin)
Revision:,VMR-B2
Lithography:,7nm

Session start:,20:45:59 - August 08 - 2025

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
20:56:49 08/08/25,76,76,76,76,76,76,,,52,83,27,4650.11,,52,83,18,4575.11,,52,83,13,4650.11,,52,83,23,4650.11,,52,83,13,3720.09,,52,83,13,3720.09,55.7,
20:56:59 08/08/25,75,75,75,75,75,75,,,52,83,23,3675.09,,52,83,19,3675.09,,52,83,12,3675.09,,52,83,21,3675.09,,52,83,14,3675.09,,52,83,13,3675.09,52.9,
20:57:09 08/08/25,74,74,74,74,74,74,,,52,83,20,3675.09,,52,83,19,3675.09,,52,83,9,3675.09,,52,83,20,3675.09,,52,83,9,3675.09,,52,83,9,3675.09,53.3,
20:57:19 08/08/25,74,74,74,74,74,74,,,52,83,17,4625.11,,52,83,13,4625.11,,52,83,8,4625.11,,52,83,17,4625.11,,52,83,12,4625.11,,52,83,12,4600.11,52.2,
20:57:29 08/08/25,76,76,76,76,76,76,,,52,83,18,4650.11,,52,83,9,4650.11,,52,83,11,3720.09,,52,83,30,4575.11,,52,83,10,3660.09,,52,83,12,3660.09,58.7,
20:57:39 08/08/25,75,75,75,75,75,75,,,52,83,14,4650.11,,52,83,13,4650.11,,52,83,2,4650.11,,52,83,18,4650.11,,52,83,8,4650.11,,52,83,3,4575.11,54.1,
20:57:49 08/08/25,75,75,75,75,75,75,,,52,83,17,4525.11,,52,83,11,4525.11,,52,83,5,4500.10,,52,83,21,4500.10,,52,83,10,4500.10,,52,83,10,4500.10,55.1,
20:57:59 08/08/25,79,79,79,79,79,79,,,52,83,25,3620.08,,52,83,18,3620.08,,52,83,8,4525.11,,52,83,18,4525.11,,52,83,8,4525.11,,52,83,8,4525.11,55.1,
20:58:09 08/08/25,76,76,76,76,76,76,,,52,83,19,3675.09,,52,83,8,3675.09,,52,83,7,3675.09,,52,83,16,4650.11,,52,83,10,4650.11,,52,83,11,4650.11,53.9,
20:58:19 08/08/25,76,76,76,76,76,76,,,52,83,16,4650.11,,52,83,14,4650.11,,52,83,7,3720.09,,52,83,17,3720.09,,52,83,6,3720.09,,52,83,8,3720.09,55.1,
20:58:29 08/08/25,76,76,76,76,76,76,,,52,83,14,4625.11,,52,83,8,4625.11,,52,83,6,4625.11,,52,83,18,4625.11,,52,83,9,3700.09,,52,83,8,3700.09,49.4,
20:58:39 08/08/25,74,74,74,74,74,74,,,52,83,12,3675.09,,52,83,5,3675.09,,52,83,4,3675.09,,52,83,9,3675.09,,52,83,5,3675.09,,52,83,8,3720.09,47.7,
20:58:49 08/08/25,73,73,73,73,73,73,,,52,83,13,3640.09,,52,83,8,3640.09,,52,83,5,3640.09,,52,83,11,3640.09,,52,83,5,3640.09,,52,83,11,3640.09,45.2,
20:58:59 08/08/25,71,71,71,71,71,71,,,52,83,11,3675.09,,52,83,6,3675.09,,52,83,6,3675.09,,52,83,9,3720.09,,52,83,2,3720.09,,52,83,8,3720.09,46.2,
20:59:09 08/08/25,72,72,72,72,72,72,,,52,83,13,4575.11,,52,83,1,4575.11,,52,83,2,4575.11,,52,83,10,4575.11,,52,83,3,4575.11,,52,83,4,4575.11,47.2,
20:59:19 08/08/25,72,72,72,72,72,72,,,52,83,12,4650.11,,52,83,7,4650.11,,52,83,2,4650.11,,52,83,5,4650.11,,52,83,6,3720.09,,52,83,4,3720.09,47.9,
20:59:29 08/08/25,72,72,72,72,72,72,,,52,83,13,4650.11,,52,83,7,4650.11,,52,83,3,4650.11,,52,83,8,4650.11,,52,83,4,4650.11,,52,83,5,4650.11,47.7,
20:59:39 08/08/25,73,73,73,73,73,73,,,52,83,12,3675.09,,52,83,7,3675.09,,52,83,2,3675.09,,52,83,9,3675.09,,52,83,3,4650.11,,52,83,5,4650.11,50.4,
20:59:49 08/08/25,72,72,72,72,72,72,,,52,83,13,3675.09,,52,83,6,3675.09,,52,83,4,3675.09,,52,83,7,3675.09,,52,83,4,3675.09,,52,83,9,3720.09,46.1,
20:59:59 08/08/25,70,70,70,70,70,70,,,52,83,11,4525.11,,52,83,7,4525.11,,52,83,8,4550.11,,52,83,14,4550.11,,52,83,9,4550.11,,52,83,7,4550.11,45.8,
21:00:09 08/08/25,70,70,70,70,70,70,,,52,83,10,3675.09,,52,83,8,3675.09,,52,83,3,3675.09,,52,83,7,3675.09,,52,83,6,3675.09,,52,83,8,3675.09,47.7,
21:00:19 08/08/25,71,71,71,71,71,71,,,52,83,17,4650.11,,52,83,4,4650.11,,52,83,3,3720.09,,52,83,8,3720.09,,52,83,5,3720.09,,52,83,6,3720.09,45.6,
21:00:29 08/08/25,70,70,70,70,70,70,,,52,83,17,4650.11,,52,83,6,4650.11,,52,83,4,4650.11,,52,83,10,4650.11,,52,83,6,3720.09,,52,83,6,3640.09,47.5,
21:00:39 08/08/25,71,71,71,71,71,71,,,52,83,16,4650.11,,52,83,8,4650.11,,52,83,6,3720.09,,52,83,13,3720.09,,52,83,8,4650.11,,52,83,10,4650.11,48.0,
21:00:49 08/08/25,72,72,72,72,72,72,,,52,83,15,4650.11,,52,83,8,4650.11,,52,83,5,3720.09,,52,83,11,3720.09,,52,83,7,3720.09,,52,83,6,3720.09,49.0,
21:00:59 08/08/25,72,72,72,72,72,72,,,52,83,18,3675.09,,52,83,7,3675.09,,52,83,10,3675.09,,52,83,14,3675.09,,52,83,7,3675.09,,52,83,12,3675.09,51.6,
21:01:09 08/08/25,72,72,72,72,72,72,,,52,83,17,4650.11,,52,83,10,4650.11,,52,83,6,4650.11,,52,83,10,4625.11,,52,83,6,4625.11,,52,83,4,4625.11,50.1,
21:01:19 08/08/25,71,71,71,71,71,71,,,52,83,11,3675.09,,52,83,3,3675.09,,52,83,3,3675.09,,52,83,8,3675.09,,52,83,5,4650.11,,52,83,4,4650.11,48.1,
21:01:29 08/08/25,71,71,71,71,71,71,,,52,83,18,4650.11,,52,83,5,4650.11,,52,83,6,4650.11,,52,83,11,4650.11,,52,83,5,4650.11,,52,83,5,4650.11,49.1,
